"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",14.2,0.222,252,2.47,1.18,6,0.5,2.25,24.07,25.39,24.11,399.37,369.08,16.024,20.848,53,68.96,300.2,1800,99.51,"UMBS_Bpap_6"
"2",10.2,0.214,191,2.31,1.14,6,0.5,2.25,22.6,25.12,21.88,299.51,277.8,16.175,20.688,58.74,74.8,300.2,1799,99.51,"UMBS_Bpap_6"
"3",6.04,0.213,136,2.24,1.12,6,0.5,2.25,22.49,24.98,21.89,200.81,187.89,16.279,20.673,59.58,75.25,300.2,1799,99.51,"UMBS_Bpap_6"
"4",1.75,0.219,80.4,2.28,1.11,6,0.5,2.25,22.46,24.95,21.89,99.76,95.83,16.245,20.713,59.5,75.53,300.2,1799,99.51,"UMBS_Bpap_6"
"5",-0.402,0.217,53.2,2.24,1.1,6,0.5,2.25,22.46,24.92,21.89,50.37,50.94,16.375,20.767,60.05,75.73,300.2,1800,99.51,"UMBS_Bpap_6"
"6",14.2,0.225,255,2.29,1.09,6,0.5,2.25,22.43,24.86,21.89,400.87,370.71,16.272,20.76,59.64,75.85,300.2,1800,99.51,"UMBS_Bpap_6"
"7",14.1,0.223,254,2.29,1.09,6,0.5,2.25,22.54,24.9,22.09,398.88,368.98,16.332,20.808,59.52,75.5,300.2,1799,99.51,"UMBS_Bpap_6"
"8",20.3,0.221,387,2.26,1.09,6,0.5,2.25,22.57,24.93,22.09,598.03,554.94,16.417,20.847,59.78,75.5,300.2,1799,99.51,"UMBS_Bpap_6"
"9",25.2,0.233,547,2.37,1.09,6,0.5,2.25,22.9,24.89,22.68,800.54,746.68,16.196,20.825,57.5,73.94,300.2,1801,99.51,"UMBS_Bpap_6"
"10",27.6,0.232,718,2.41,1.11,6,0.5,2.25,22.98,25.04,22.68,1000.12,940.34,16.2,20.907,57.22,73.85,300.2,1800,99.51,"UMBS_Bpap_6"
"11",28,0.228,905,2.39,1.12,6,0.5,2.25,22.96,25.18,22.44,1198.82,1137.34,16.402,21.07,58.26,74.51,300.2,1799,99.5,"UMBS_Bpap_6"
"12",28.1,0.226,1190,2.33,1.1,6,0.5,2.25,22.65,25.07,22.08,1496.96,1434.1,16.523,21.078,59.89,75.96,300.2,1799,99.5,"UMBS_Bpap_6"
"13",29.2,0.239,1690,2.42,1.09,6,0.5,2.25,22.62,25.04,22.09,1999.34,1931.58,16.381,21.125,59.15,76.29,300.2,1799,99.5,"UMBS_Bpap_6"
