"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",17.7,0.147,155,1.58,1.09,6,0.5,2.25,25.49,24.43,26.27,400.04,363.49,17.304,20.413,51.35,60.57,299.6,1799,97.17,"KBS_Pvir_1"
"2",14.7,0.152,100,1.7,1.13,6,0.5,2.25,26.35,24.86,27.44,298.86,268.42,17.47,20.806,49.42,58.67,299.6,1801,97.17,"KBS_Pvir_1"
"3",10.5,0.159,63.6,1.8,1.14,6,0.5,2.25,26.47,25.08,27.44,199.09,177.46,17.564,21.097,49.34,59.08,299.6,1800,97.17,"KBS_Pvir_1"
"4",5.63,0.173,30.6,1.92,1.13,6,0.5,2.25,26.49,25.11,27.44,98.74,87.13,17.572,21.331,49.17,59.68,299.6,1800,97.18,"KBS_Pvir_1"
"5",2.78,0.176,16.5,1.91,1.11,6,0.5,2.25,26.37,25.11,27.24,49.83,44.1,17.765,21.513,50.22,60.62,299.6,1800,97.18,"KBS_Pvir_1"
"6",-0.249,0.179,0.386,1.87,1.07,6,0.5,2.25,25.97,24.93,26.65,-2.51,-2,17.928,21.6,51.93,62.31,299.6,1799,97.17,"KBS_Pvir_1"
"7",19.8,0.19,174,1.92,1.03,6,0.5,2.25,26.05,24.91,26.86,398.74,357.64,18.183,21.937,52.36,62.96,299.6,1799,97.17,"KBS_Pvir_1"
"8",20.8,0.197,170,1.95,1.02,6,0.5,2.25,26.05,24.88,26.85,399.74,356.59,18.146,21.972,52.11,63.1,299.6,1799,97.16,"KBS_Pvir_1"
"9",23,0.195,341,1.92,1.01,6,0.5,2.25,25.82,24.88,26.46,599.58,551.47,18.345,22.099,53.57,64.33,299.6,1801,97.17,"KBS_Pvir_1"
"10",24.4,0.188,516,1.85,1.01,6,0.5,2.25,25.87,24.79,26.65,800.91,749.24,18.348,21.965,53.24,63.74,299.6,1800,97.17,"KBS_Pvir_1"
