"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",3.13,0.0582,297,0.764,1.27,6,0.5,2.25,25.48,25.49,26.01,398.99,392.11,19.277,20.775,56.92,61.35,299.6,1800,96.61,"GR_Bpap_6"
"2",2.38,0.0393,192,0.502,1.22,6,0.5,2.25,22.47,25.05,21.08,299.95,294.89,19.361,20.346,68.51,71.99,299.6,1800,96.61,"GR_Bpap_6"
"3",1.2,0.0433,149,0.527,1.17,6,0.5,2.25,22.34,24.82,21.38,199.96,197.35,19.442,20.476,69.43,73.04,299.6,1800,96.61,"GR_Bpap_6"
"4",0.118,0.0498,92.7,0.601,1.16,6,0.5,2.25,22.79,24.87,22.17,98.77,98.42,19.469,20.648,67.65,71.65,299.6,1800,96.61,"GR_Bpap_6"
"5",-0.471,0.0545,63.9,0.658,1.16,6,0.5,2.25,22.86,24.95,22.15,50.08,50.95,19.476,20.767,67.38,71.77,299.6,1800,96.61,"GR_Bpap_6"
"6",4.93,0.0601,250,0.718,1.15,6,0.5,2.25,22.87,24.96,22.15,400.56,390.12,19.486,20.895,67.37,72.15,299.6,1800,96.61,"GR_Bpap_6"
"7",5.06,0.0613,248,0.728,1.15,6,0.5,2.25,22.87,24.95,22.15,399.49,388.79,19.507,20.935,67.48,72.31,299.6,1800,96.61,"GR_Bpap_6"
"8",8.85,0.0679,359,0.79,1.13,6,0.5,2.25,22.85,24.87,22.15,600.17,581.53,19.447,20.996,67.35,72.62,299.6,1801,96.62,"GR_Bpap_6"
"9",12.7,0.0746,481,0.86,1.12,6,0.5,2.25,23.06,24.87,22.56,800.08,773.28,19.371,21.057,66.23,71.89,299.6,1800,96.62,"GR_Bpap_6"
"10",16.7,0.0787,600,0.909,1.12,6,0.5,2.25,23.2,24.89,22.74,999.07,963.97,19.279,21.062,65.36,71.29,299.6,1801,96.61,"GR_Bpap_6"
"11",20.3,0.074,685,0.944,1.24,6,0.5,2.25,22.95,25.42,21.67,1199.98,1157.05,19.085,20.936,65.54,71.91,299.6,1801,96.62,"GR_Bpap_6"
"12",24.9,0.0782,901,0.907,1.13,6,0.5,2.25,22.04,24.67,20.64,1500.47,1447.99,18.806,20.585,68.29,74.75,299.6,1800,96.62,"GR_Bpap_6"
"13",26.1,0.0879,1420,1.05,1.17,6,0.5,2.25,23.68,24.88,23.53,1998.86,1942.53,18.544,20.601,61.1,67.75,299.6,1800,96.61,"GR_Bpap_6"
