"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",6.02,0.0579,211,0.745,1.26,6,0.5,2.25,23.42,25.31,23.03,400.19,387.54,18.804,20.266,63.56,68.5,299.6,1800,97.8,"MMSF_Salb_6"
"2",4.47,0.058,160,0.722,1.22,6,0.5,2.25,22.89,25.09,22.35,300.11,290.73,18.827,20.245,65.82,70.68,299.6,1800,97.8,"MMSF_Salb_6"
"3",2.9,0.0648,117,0.783,1.18,6,0.5,2.25,22.58,24.97,21.95,199.82,193.71,18.828,20.364,67.06,72.43,299.6,1799,97.81,"MMSF_Salb_6"
"4",0.938,0.0848,77.4,0.957,1.11,6,0.5,2.25,22.5,24.76,21.96,99.32,97.26,18.788,20.665,67.19,73.89,299.6,1799,97.8,"MMSF_Salb_6"
"5",-0.276,0.103,53.4,1.15,1.11,6,0.5,2.25,23.11,24.96,22.92,49.49,49.93,18.843,21.098,65.06,72.7,299.6,1799,97.81,"MMSF_Salb_6"
"6",9.17,0.112,239,1.23,1.1,6,0.5,2.25,22.97,24.97,22.55,400.33,381.02,18.843,21.256,65.48,73.87,299.6,1799,97.81,"MMSF_Salb_6"
"7",3.27,0.0304,213,0.39,1.24,6,0.5,2.25,22.24,24.95,21.57,400.43,393.57,18.973,19.738,68.94,71.72,299.6,1800,97.82,"MMSF_Salb_6"
"8",4.19,0.0214,266,0.272,1.22,6,0.5,2.25,22.2,24.85,21.57,600.03,591.31,19.16,19.694,69.82,71.73,299.6,1800,97.82,"MMSF_Salb_6"
"9",6.85,0.0251,333,0.312,1.2,6,0.5,2.25,22.51,24.87,22.17,799.74,785.53,19.381,19.994,69.31,71.46,299.6,1801,97.82,"MMSF_Salb_6"
"10",8.05,0.0231,407,0.291,1.21,6,0.5,2.25,22.67,24.97,22.13,1000.22,983.52,19.484,20.056,68.93,70.96,299.6,1801,97.83,"MMSF_Salb_6"
"11",6.17,0.0154,523,0.196,1.23,6,0.5,2.25,22.42,25.01,21.99,1199.63,1186.81,19.609,19.995,70.46,71.85,299.6,1800,97.83,"MMSF_Salb_6"
"12",5.46,0.0144,857,0.183,1.21,6,0.5,2.25,22.56,24.96,22.81,1500.09,1488.62,19.68,20.038,70.21,71.47,299.6,1801,97.83,"MMSF_Salb_6"
"13",6.7,0.0102,904,0.133,1.24,6,0.5,2.25,22.65,25.1,22.15,1999.43,1985.49,19.72,19.981,69.89,70.81,299.6,1801,97.83,"MMSF_Salb_6"
